question,optionA,optionB,optionC,optionD,correctAnswer,explanation,category,level,topic,difficulty
"Number Series: Find the missing term in the sequence: 3, 10, 17, 24, 31, ?",36,48,38,45,38,The differences between consecutive terms are constant (+7). The next term is 31 + 7 = 38.,reasoning,1,Capgemini,Easy
"Pointing to a photograph, Rohan says, 'He is the son of the only son of my grandfather.' How is the person in the photo related to Rohan?",Uncle,Brother,Father,Cousin,Brother,Rohan's grandfather's only son is Rohan's father. The son of Rohan's father is Rohan's brother.,reasoning,1,Capgemini,Easy
"If APPLE is coded as DSSOH using a simple letter shift, how is ORANGE coded in the same pattern?",RUDQJH,PSGOHF,QTBPHF,NQDMFD,RUDQJH,Each letter is shifted forward in the alphabet by 3 positions.,reasoning,1,Google,Easy
"Number Series: Find the missing term in the sequence: 2, 9, 16, 23, 30, ?",44,35,37,47,37,The differences between consecutive terms are constant (+7). The next term is 30 + 7 = 37.,reasoning,1,TCS,Easy
"Pointing to a photograph, Rohan says, 'He is the son of the only son of my grandfather.' How is the person in the photo related to Rohan?",Father,Brother,Uncle,Cousin,Brother,Rohan's grandfather's only son is Rohan's father. The son of Rohan's father is Rohan's brother.,reasoning,1,Amazon,Easy
"If APPLE is coded as BQQMF using a simple letter shift, how is ORANGE coded in the same pattern?",PSBOHF,NQDMFD,QTBPHF,PSGOHF,PSBOHF,Each letter is shifted forward in the alphabet by 1 positions.,reasoning,1,Amazon,Easy
"Number Series: Find the missing term in the sequence: 4, 11, 18, 25, 32, ?",37,39,49,46,39,The differences between consecutive terms are constant (+7). The next term is 32 + 7 = 39.,reasoning,1,Wipro,Easy
"Pointing to a photograph, Rohan says, 'He is the son of the only son of my grandfather.' How is the person in the photo related to Rohan?",Cousin,Uncle,Father,Brother,Brother,Rohan's grandfather's only son is Rohan's father. The son of Rohan's father is Rohan's brother.,reasoning,1,Accenture,Easy
"If APPLE is coded as BQQMF using a simple letter shift, how is ORANGE coded in the same pattern?",PSBOHF,NQDMFD,PSGOHF,QTBPHF,PSBOHF,Each letter is shifted forward in the alphabet by 1 positions.,reasoning,1,Microsoft,Easy
"Number Series: Find the missing term in the sequence: 4, 9, 14, 19, 24, ?",29,27,34,39,29,The differences between consecutive terms are constant (+5). The next term is 24 + 5 = 29.,reasoning,1,Google,Easy
"Pointing to a photograph, Rohan says, 'He is the son of the only son of my grandfather.' How is the person in the photo related to Rohan?",Brother,Father,Cousin,Uncle,Brother,Rohan's grandfather's only son is Rohan's father. The son of Rohan's father is Rohan's brother.,reasoning,1,Microsoft,Easy
"If APPLE is coded as DSSOH using a simple letter shift, how is ORANGE coded in the same pattern?",PSGOHF,NQDMFD,QTBPHF,RUDQJH,RUDQJH,Each letter is shifted forward in the alphabet by 3 positions.,reasoning,1,Microsoft,Easy
"Number Series: Find the missing term in the sequence: 3, 9, 15, 21, 27, ?",43,33,31,39,33,The differences between consecutive terms are constant (+6). The next term is 27 + 6 = 33.,reasoning,1,Microsoft,Easy
"Pointing to a photograph, Rohan says, 'He is the son of the only son of my grandfather.' How is the person in the photo related to Rohan?",Brother,Uncle,Cousin,Father,Brother,Rohan's grandfather's only son is Rohan's father. The son of Rohan's father is Rohan's brother.,reasoning,1,Tech Mahindra,Easy
"If APPLE is coded as CRRNG using a simple letter shift, how is ORANGE coded in the same pattern?",QTBPHF,QTCPIG,NQDMFD,PSGOHF,QTCPIG,Each letter is shifted forward in the alphabet by 2 positions.,reasoning,1,Accenture,Easy
"Number Series: Find the missing term in the sequence: 4, 8, 12, 16, 20, ?",34,22,24,28,24,The differences between consecutive terms are constant (+4). The next term is 20 + 4 = 24.,reasoning,1,Capgemini,Easy
"Pointing to a photograph, Rohan says, 'He is the son of the only son of my grandfather.' How is the person in the photo related to Rohan?",Father,Cousin,Uncle,Brother,Brother,Rohan's grandfather's only son is Rohan's father. The son of Rohan's father is Rohan's brother.,reasoning,1,Cognizant,Easy
"If APPLE is coded as DSSOH using a simple letter shift, how is ORANGE coded in the same pattern?",RUDQJH,NQDMFD,QTBPHF,PSGOHF,RUDQJH,Each letter is shifted forward in the alphabet by 3 positions.,reasoning,1,Infosys,Easy
"Number Series: Find the missing term in the sequence: 5, 12, 19, 26, 33, ?",50,40,47,38,40,The differences between consecutive terms are constant (+7). The next term is 33 + 7 = 40.,reasoning,1,Wipro,Easy
"Pointing to a photograph, Rohan says, 'He is the son of the only son of my grandfather.' How is the person in the photo related to Rohan?",Father,Uncle,Cousin,Brother,Brother,Rohan's grandfather's only son is Rohan's father. The son of Rohan's father is Rohan's brother.,reasoning,1,Capgemini,Easy
"If APPLE is coded as CRRNG using a simple letter shift, how is ORANGE coded in the same pattern?",QTCPIG,NQDMFD,QTBPHF,PSGOHF,QTCPIG,Each letter is shifted forward in the alphabet by 2 positions.,reasoning,1,Capgemini,Easy
"Number Series: Find the missing term in the sequence: 4, 8, 12, 16, 20, ?",22,34,24,28,24,The differences between consecutive terms are constant (+4). The next term is 20 + 4 = 24.,reasoning,1,Wipro,Easy
"Pointing to a photograph, Rohan says, 'He is the son of the only son of my grandfather.' How is the person in the photo related to Rohan?",Brother,Uncle,Cousin,Father,Brother,Rohan's grandfather's only son is Rohan's father. The son of Rohan's father is Rohan's brother.,reasoning,1,Cognizant,Easy
"If APPLE is coded as CRRNG using a simple letter shift, how is ORANGE coded in the same pattern?",PSGOHF,QTBPHF,QTCPIG,NQDMFD,QTCPIG,Each letter is shifted forward in the alphabet by 2 positions.,reasoning,1,Microsoft,Easy
"Number Series: Find the missing term in the sequence: 5, 12, 19, 26, 33, ?",38,50,47,40,40,The differences between consecutive terms are constant (+7). The next term is 33 + 7 = 40.,reasoning,1,Cognizant,Easy
"Pointing to a photograph, Rohan says, 'He is the son of the only son of my grandfather.' How is the person in the photo related to Rohan?",Uncle,Brother,Father,Cousin,Brother,Rohan's grandfather's only son is Rohan's father. The son of Rohan's father is Rohan's brother.,reasoning,1,Cognizant,Easy
"If APPLE is coded as CRRNG using a simple letter shift, how is ORANGE coded in the same pattern?",QTCPIG,PSGOHF,NQDMFD,QTBPHF,QTCPIG,Each letter is shifted forward in the alphabet by 2 positions.,reasoning,1,Google,Easy
"Number Series: Find the missing term in the sequence: 4, 9, 14, 19, 24, ?",34,27,39,29,29,The differences between consecutive terms are constant (+5). The next term is 24 + 5 = 29.,reasoning,1,TCS,Easy
"Pointing to a photograph, Rohan says, 'He is the son of the only son of my grandfather.' How is the person in the photo related to Rohan?",Uncle,Father,Cousin,Brother,Brother,Rohan's grandfather's only son is Rohan's father. The son of Rohan's father is Rohan's brother.,reasoning,1,Amazon,Easy
"If APPLE is coded as CRRNG using a simple letter shift, how is ORANGE coded in the same pattern?",QTBPHF,QTCPIG,NQDMFD,PSGOHF,QTCPIG,Each letter is shifted forward in the alphabet by 2 positions.,reasoning,1,Capgemini,Easy
"Number Series: Find the missing term in the sequence: 5, 12, 19, 26, 33, ?",38,50,40,47,40,The differences between consecutive terms are constant (+7). The next term is 33 + 7 = 40.,reasoning,1,Accenture,Easy
"Pointing to a photograph, Rohan says, 'He is the son of the only son of my grandfather.' How is the person in the photo related to Rohan?",Brother,Uncle,Cousin,Father,Brother,Rohan's grandfather's only son is Rohan's father. The son of Rohan's father is Rohan's brother.,reasoning,1,Cognizant,Easy
"If APPLE is coded as BQQMF using a simple letter shift, how is ORANGE coded in the same pattern?",PSBOHF,PSGOHF,QTBPHF,NQDMFD,PSBOHF,Each letter is shifted forward in the alphabet by 1 positions.,reasoning,1,Amazon,Easy
"Number Series: Find the missing term in the sequence: 3, 8, 13, 18, 23, ?",33,38,26,28,28,The differences between consecutive terms are constant (+5). The next term is 23 + 5 = 28.,reasoning,1,Infosys,Easy
"Pointing to a photograph, Rohan says, 'He is the son of the only son of my grandfather.' How is the person in the photo related to Rohan?",Uncle,Brother,Cousin,Father,Brother,Rohan's grandfather's only son is Rohan's father. The son of Rohan's father is Rohan's brother.,reasoning,1,Infosys,Easy
"If APPLE is coded as BQQMF using a simple letter shift, how is ORANGE coded in the same pattern?",PSBOHF,NQDMFD,PSGOHF,QTBPHF,PSBOHF,Each letter is shifted forward in the alphabet by 1 positions.,reasoning,1,Accenture,Easy
"Number Series: Find the missing term in the sequence: 2, 7, 12, 17, 22, ?",37,32,25,27,27,The differences between consecutive terms are constant (+5). The next term is 22 + 5 = 27.,reasoning,1,Google,Easy
"Pointing to a photograph, Rohan says, 'He is the son of the only son of my grandfather.' How is the person in the photo related to Rohan?",Father,Uncle,Brother,Cousin,Brother,Rohan's grandfather's only son is Rohan's father. The son of Rohan's father is Rohan's brother.,reasoning,1,Accenture,Easy
"If APPLE is coded as CRRNG using a simple letter shift, how is ORANGE coded in the same pattern?",QTCPIG,PSGOHF,QTBPHF,NQDMFD,QTCPIG,Each letter is shifted forward in the alphabet by 2 positions.,reasoning,1,Cognizant,Easy
"Number Series: Find the missing term in the sequence: 3, 7, 11, 15, 19, ?",21,33,23,27,23,The differences between consecutive terms are constant (+4). The next term is 19 + 4 = 23.,reasoning,1,Microsoft,Easy
"Pointing to a photograph, Rohan says, 'He is the son of the only son of my grandfather.' How is the person in the photo related to Rohan?",Brother,Cousin,Uncle,Father,Brother,Rohan's grandfather's only son is Rohan's father. The son of Rohan's father is Rohan's brother.,reasoning,1,Infosys,Easy
"If APPLE is coded as BQQMF using a simple letter shift, how is ORANGE coded in the same pattern?",PSGOHF,PSBOHF,QTBPHF,NQDMFD,PSBOHF,Each letter is shifted forward in the alphabet by 1 positions.,reasoning,1,Infosys,Easy
"Number Series: Find the missing term in the sequence: 3, 10, 17, 24, 31, ?",36,48,45,38,38,The differences between consecutive terms are constant (+7). The next term is 31 + 7 = 38.,reasoning,1,Capgemini,Easy
"Pointing to a photograph, Rohan says, 'He is the son of the only son of my grandfather.' How is the person in the photo related to Rohan?",Uncle,Brother,Father,Cousin,Brother,Rohan's grandfather's only son is Rohan's father. The son of Rohan's father is Rohan's brother.,reasoning,1,Cognizant,Easy
"If APPLE is coded as BQQMF using a simple letter shift, how is ORANGE coded in the same pattern?",PSBOHF,NQDMFD,PSGOHF,QTBPHF,PSBOHF,Each letter is shifted forward in the alphabet by 1 positions.,reasoning,1,Google,Easy
"Number Series: Find the missing term in the sequence: 2, 10, 18, 26, 34, ?",42,52,50,40,42,The differences between consecutive terms are constant (+8). The next term is 34 + 8 = 42.,reasoning,1,Wipro,Easy
"Pointing to a photograph, Rohan says, 'He is the son of the only son of my grandfather.' How is the person in the photo related to Rohan?",Father,Cousin,Uncle,Brother,Brother,Rohan's grandfather's only son is Rohan's father. The son of Rohan's father is Rohan's brother.,reasoning,1,Microsoft,Easy
"If APPLE is coded as CRRNG using a simple letter shift, how is ORANGE coded in the same pattern?",QTCPIG,NQDMFD,PSGOHF,QTBPHF,QTCPIG,Each letter is shifted forward in the alphabet by 2 positions.,reasoning,1,Tech Mahindra,Easy
"Number Series: Find the missing term in the sequence: 3, 7, 11, 15, 19, ?",27,33,21,23,23,The differences between consecutive terms are constant (+4). The next term is 19 + 4 = 23.,reasoning,1,Google,Easy
"Pointing to a photograph, Rohan says, 'He is the son of the only son of my grandfather.' How is the person in the photo related to Rohan?",Cousin,Father,Uncle,Brother,Brother,Rohan's grandfather's only son is Rohan's father. The son of Rohan's father is Rohan's brother.,reasoning,1,Infosys,Easy
"If APPLE is coded as CRRNG using a simple letter shift, how is ORANGE coded in the same pattern?",QTCPIG,NQDMFD,PSGOHF,QTBPHF,QTCPIG,Each letter is shifted forward in the alphabet by 2 positions.,reasoning,1,Google,Easy
"Number Series: Find the missing term in the sequence: 2, 8, 14, 20, 26, ?",30,32,42,38,32,The differences between consecutive terms are constant (+6). The next term is 26 + 6 = 32.,reasoning,1,Wipro,Easy
"Pointing to a photograph, Rohan says, 'He is the son of the only son of my grandfather.' How is the person in the photo related to Rohan?",Cousin,Brother,Father,Uncle,Brother,Rohan's grandfather's only son is Rohan's father. The son of Rohan's father is Rohan's brother.,reasoning,1,Google,Easy
"If APPLE is coded as CRRNG using a simple letter shift, how is ORANGE coded in the same pattern?",NQDMFD,QTCPIG,PSGOHF,QTBPHF,QTCPIG,Each letter is shifted forward in the alphabet by 2 positions.,reasoning,1,Capgemini,Easy
"Number Series: Find the missing term in the sequence: 4, 8, 12, 16, 20, ?",22,34,28,24,24,The differences between consecutive terms are constant (+4). The next term is 20 + 4 = 24.,reasoning,1,Tech Mahindra,Easy
"Pointing to a photograph, Rohan says, 'He is the son of the only son of my grandfather.' How is the person in the photo related to Rohan?",Cousin,Uncle,Father,Brother,Brother,Rohan's grandfather's only son is Rohan's father. The son of Rohan's father is Rohan's brother.,reasoning,1,Accenture,Easy
"If APPLE is coded as DSSOH using a simple letter shift, how is ORANGE coded in the same pattern?",RUDQJH,NQDMFD,PSGOHF,QTBPHF,RUDQJH,Each letter is shifted forward in the alphabet by 3 positions.,reasoning,1,Capgemini,Easy
"Number Series: Find the missing term in the sequence: 2, 8, 14, 20, 26, ?",42,32,38,30,32,The differences between consecutive terms are constant (+6). The next term is 26 + 6 = 32.,reasoning,1,Capgemini,Easy
"Pointing to a photograph, Rohan says, 'He is the son of the only son of my grandfather.' How is the person in the photo related to Rohan?",Uncle,Cousin,Brother,Father,Brother,Rohan's grandfather's only son is Rohan's father. The son of Rohan's father is Rohan's brother.,reasoning,1,Capgemini,Easy
"If APPLE is coded as DSSOH using a simple letter shift, how is ORANGE coded in the same pattern?",NQDMFD,PSGOHF,RUDQJH,QTBPHF,RUDQJH,Each letter is shifted forward in the alphabet by 3 positions.,reasoning,1,Infosys,Easy
"Number Series: Find the missing term in the sequence: 3, 10, 17, 24, 31, ?",38,36,45,48,38,The differences between consecutive terms are constant (+7). The next term is 31 + 7 = 38.,reasoning,1,Infosys,Easy
"Pointing to a photograph, Rohan says, 'He is the son of the only son of my grandfather.' How is the person in the photo related to Rohan?",Cousin,Brother,Father,Uncle,Brother,Rohan's grandfather's only son is Rohan's father. The son of Rohan's father is Rohan's brother.,reasoning,1,Tech Mahindra,Easy
"If APPLE is coded as CRRNG using a simple letter shift, how is ORANGE coded in the same pattern?",QTBPHF,QTCPIG,PSGOHF,NQDMFD,QTCPIG,Each letter is shifted forward in the alphabet by 2 positions.,reasoning,1,TCS,Easy
"Number Series: Find the missing term in the sequence: 5, 9, 13, 17, 21, ?",29,35,25,23,25,The differences between consecutive terms are constant (+4). The next term is 21 + 4 = 25.,reasoning,1,Accenture,Easy
"Pointing to a photograph, Rohan says, 'He is the son of the only son of my grandfather.' How is the person in the photo related to Rohan?",Brother,Uncle,Cousin,Father,Brother,Rohan's grandfather's only son is Rohan's father. The son of Rohan's father is Rohan's brother.,reasoning,1,Google,Easy
"If APPLE is coded as BQQMF using a simple letter shift, how is ORANGE coded in the same pattern?",PSBOHF,PSGOHF,NQDMFD,QTBPHF,PSBOHF,Each letter is shifted forward in the alphabet by 1 positions.,reasoning,1,Wipro,Easy
"Number Series: Find the missing term in the sequence: 2, 10, 18, 26, 34, ?",40,50,52,42,42,The differences between consecutive terms are constant (+8). The next term is 34 + 8 = 42.,reasoning,1,Infosys,Easy
"Pointing to a photograph, Rohan says, 'He is the son of the only son of my grandfather.' How is the person in the photo related to Rohan?",Cousin,Brother,Uncle,Father,Brother,Rohan's grandfather's only son is Rohan's father. The son of Rohan's father is Rohan's brother.,reasoning,1,Cognizant,Easy
"If APPLE is coded as DSSOH using a simple letter shift, how is ORANGE coded in the same pattern?",QTBPHF,RUDQJH,NQDMFD,PSGOHF,RUDQJH,Each letter is shifted forward in the alphabet by 3 positions.,reasoning,1,Infosys,Easy
"Number Series: Find the missing term in the sequence: 5, 12, 19, 26, 33, ?",38,40,50,47,40,The differences between consecutive terms are constant (+7). The next term is 33 + 7 = 40.,reasoning,1,Google,Easy
"Pointing to a photograph, Rohan says, 'He is the son of the only son of my grandfather.' How is the person in the photo related to Rohan?",Cousin,Father,Brother,Uncle,Brother,Rohan's grandfather's only son is Rohan's father. The son of Rohan's father is Rohan's brother.,reasoning,1,Tech Mahindra,Easy
"If APPLE is coded as BQQMF using a simple letter shift, how is ORANGE coded in the same pattern?",QTBPHF,PSGOHF,PSBOHF,NQDMFD,PSBOHF,Each letter is shifted forward in the alphabet by 1 positions.,reasoning,1,Infosys,Easy
"Number Series: Find the missing term in the sequence: 4, 7, 10, 13, 16, ?",22,29,19,17,19,The differences between consecutive terms are constant (+3). The next term is 16 + 3 = 19.,reasoning,1,Google,Easy
"Pointing to a photograph, Rohan says, 'He is the son of the only son of my grandfather.' How is the person in the photo related to Rohan?",Brother,Uncle,Cousin,Father,Brother,Rohan's grandfather's only son is Rohan's father. The son of Rohan's father is Rohan's brother.,reasoning,1,Wipro,Easy
"If APPLE is coded as BQQMF using a simple letter shift, how is ORANGE coded in the same pattern?",QTBPHF,NQDMFD,PSBOHF,PSGOHF,PSBOHF,Each letter is shifted forward in the alphabet by 1 positions.,reasoning,1,Tech Mahindra,Easy
"Number Series: Find the missing term in the sequence: 2, 9, 16, 23, 30, ?",35,47,44,37,37,The differences between consecutive terms are constant (+7). The next term is 30 + 7 = 37.,reasoning,1,TCS,Easy
"Pointing to a photograph, Rohan says, 'He is the son of the only son of my grandfather.' How is the person in the photo related to Rohan?",Uncle,Father,Brother,Cousin,Brother,Rohan's grandfather's only son is Rohan's father. The son of Rohan's father is Rohan's brother.,reasoning,1,Accenture,Easy
"If APPLE is coded as BQQMF using a simple letter shift, how is ORANGE coded in the same pattern?",PSBOHF,QTBPHF,NQDMFD,PSGOHF,PSBOHF,Each letter is shifted forward in the alphabet by 1 positions.,reasoning,1,Amazon,Easy
"Number Series: Find the missing term in the sequence: 4, 7, 10, 13, 16, ?",22,17,29,19,19,The differences between consecutive terms are constant (+3). The next term is 16 + 3 = 19.,reasoning,1,Google,Easy
"Seating Arrangement: A, B, C, and D are sitting in a row facing north. C sits immediately to the left of A. A sits immediately to the left of B. D sits to the right of B. Who is sitting at the leftmost end?",D,A,B,C,C,"The sitting order from left to right is C, A, B, D. Therefore, C is at the leftmost end.",reasoning,2,Capgemini,Medium
Clocks: Find the angle (in degrees) between the hour hand and the minute hand of a clock at 10:40.,80°,90°,Option 59,65°,80°,Angle formula = |30H - 5.5M| = |30(10) - 5.5(40)| = 80.0°.,reasoning,2,Capgemini,Medium
"Direction Sense: A person walks 6 meters east, then turns left and walks 6 meters, then turns left and walks 6 meters. How far is he from his starting point?",12 meters,Option 73,0 meters,6 meters,6 meters,"The east and west movements cancel out, leaving the person exactly 6 meters north of the starting position.",reasoning,2,Microsoft,Medium
"Seating Arrangement: A, B, C, and D are sitting in a row facing north. C sits immediately to the left of A. A sits immediately to the left of B. D sits to the right of B. Who is sitting at the leftmost end?",C,A,D,B,C,"The sitting order from left to right is C, A, B, D. Therefore, C is at the leftmost end.",reasoning,2,Accenture,Medium
Clocks: Find the angle (in degrees) between the hour hand and the minute hand of a clock at 4:40.,90°,100°,110°,85°,100°,Angle formula = |30H - 5.5M| = |30(4) - 5.5(40)| = 100.0°.,reasoning,2,Microsoft,Medium
"Direction Sense: A person walks 5 meters east, then turns left and walks 11 meters, then turns left and walks 5 meters. How far is he from his starting point?",11 meters,16 meters,5 meters,0 meters,11 meters,"The east and west movements cancel out, leaving the person exactly 11 meters north of the starting position.",reasoning,2,Google,Medium
"Seating Arrangement: A, B, C, and D are sitting in a row facing north. C sits immediately to the left of A. A sits immediately to the left of B. D sits to the right of B. Who is sitting at the leftmost end?",D,A,B,C,C,"The sitting order from left to right is C, A, B, D. Therefore, C is at the leftmost end.",reasoning,2,TCS,Medium
Clocks: Find the angle (in degrees) between the hour hand and the minute hand of a clock at 9:20.,170°,90°,160°,145°,160°,Angle formula = |30H - 5.5M| = |30(9) - 5.5(20)| = 160.0°.,reasoning,2,Infosys,Medium
"Direction Sense: A person walks 11 meters east, then turns left and walks 11 meters, then turns left and walks 11 meters. How far is he from his starting point?",Option 4,11 meters,22 meters,0 meters,11 meters,"The east and west movements cancel out, leaving the person exactly 11 meters north of the starting position.",reasoning,2,Google,Medium
"Seating Arrangement: A, B, C, and D are sitting in a row facing north. C sits immediately to the left of A. A sits immediately to the left of B. D sits to the right of B. Who is sitting at the leftmost end?",D,C,A,B,C,"The sitting order from left to right is C, A, B, D. Therefore, C is at the leftmost end.",reasoning,2,Amazon,Medium
Clocks: Find the angle (in degrees) between the hour hand and the minute hand of a clock at 10:40.,80°,65°,Option 55,90°,80°,Angle formula = |30H - 5.5M| = |30(10) - 5.5(40)| = 80.0°.,reasoning,2,TCS,Medium
"Direction Sense: A person walks 6 meters east, then turns left and walks 6 meters, then turns left and walks 6 meters. How far is he from his starting point?",0 meters,Option 67,6 meters,12 meters,6 meters,"The east and west movements cancel out, leaving the person exactly 6 meters north of the starting position.",reasoning,2,Google,Medium
"Seating Arrangement: A, B, C, and D are sitting in a row facing north. C sits immediately to the left of A. A sits immediately to the left of B. D sits to the right of B. Who is sitting at the leftmost end?",D,B,C,A,C,"The sitting order from left to right is C, A, B, D. Therefore, C is at the leftmost end.",reasoning,2,Google,Medium
Clocks: Find the angle (in degrees) between the hour hand and the minute hand of a clock at 3:20.,20°,90°,30°,5°,20°,Angle formula = |30H - 5.5M| = |30(3) - 5.5(20)| = 20.0°.,reasoning,2,Microsoft,Medium
"Direction Sense: A person walks 13 meters east, then turns left and walks 12 meters, then turns left and walks 13 meters. How far is he from his starting point?",12 meters,0 meters,25 meters,13 meters,12 meters,"The east and west movements cancel out, leaving the person exactly 12 meters north of the starting position.",reasoning,2,Capgemini,Medium
"Seating Arrangement: A, B, C, and D are sitting in a row facing north. C sits immediately to the left of A. A sits immediately to the left of B. D sits to the right of B. Who is sitting at the leftmost end?",B,C,D,A,C,"The sitting order from left to right is C, A, B, D. Therefore, C is at the leftmost end.",reasoning,2,Accenture,Medium
Clocks: Find the angle (in degrees) between the hour hand and the minute hand of a clock at 9:40.,50°,60°,90°,35°,50°,Angle formula = |30H - 5.5M| = |30(9) - 5.5(40)| = 50.0°.,reasoning,2,Wipro,Medium
"Direction Sense: A person walks 6 meters east, then turns left and walks 4 meters, then turns left and walks 6 meters. How far is he from his starting point?",10 meters,0 meters,6 meters,4 meters,4 meters,"The east and west movements cancel out, leaving the person exactly 4 meters north of the starting position.",reasoning,2,Amazon,Medium
"Seating Arrangement: A, B, C, and D are sitting in a row facing north. C sits immediately to the left of A. A sits immediately to the left of B. D sits to the right of B. Who is sitting at the leftmost end?",B,C,A,D,C,"The sitting order from left to right is C, A, B, D. Therefore, C is at the leftmost end.",reasoning,2,Capgemini,Medium
Clocks: Find the angle (in degrees) between the hour hand and the minute hand of a clock at 8:20.,130°,90°,140°,115°,130°,Angle formula = |30H - 5.5M| = |30(8) - 5.5(20)| = 130.0°.,reasoning,2,Capgemini,Medium
"Direction Sense: A person walks 12 meters east, then turns left and walks 4 meters, then turns left and walks 12 meters. How far is he from his starting point?",16 meters,12 meters,4 meters,0 meters,4 meters,"The east and west movements cancel out, leaving the person exactly 4 meters north of the starting position.",reasoning,2,Infosys,Medium
"Seating Arrangement: A, B, C, and D are sitting in a row facing north. C sits immediately to the left of A. A sits immediately to the left of B. D sits to the right of B. Who is sitting at the leftmost end?",D,C,B,A,C,"The sitting order from left to right is C, A, B, D. Therefore, C is at the leftmost end.",reasoning,2,Google,Medium
Clocks: Find the angle (in degrees) between the hour hand and the minute hand of a clock at 8:20.,90°,115°,130°,140°,130°,Angle formula = |30H - 5.5M| = |30(8) - 5.5(20)| = 130.0°.,reasoning,2,Google,Medium
"Direction Sense: A person walks 8 meters east, then turns left and walks 9 meters, then turns left and walks 8 meters. How far is he from his starting point?",8 meters,17 meters,0 meters,9 meters,9 meters,"The east and west movements cancel out, leaving the person exactly 9 meters north of the starting position.",reasoning,2,Tech Mahindra,Medium
"Seating Arrangement: A, B, C, and D are sitting in a row facing north. C sits immediately to the left of A. A sits immediately to the left of B. D sits to the right of B. Who is sitting at the leftmost end?",B,C,D,A,C,"The sitting order from left to right is C, A, B, D. Therefore, C is at the leftmost end.",reasoning,2,Amazon,Medium
Clocks: Find the angle (in degrees) between the hour hand and the minute hand of a clock at 3:40.,115°,90°,130°,140°,130°,Angle formula = |30H - 5.5M| = |30(3) - 5.5(40)| = 130.0°.,reasoning,2,Google,Medium
"Direction Sense: A person walks 12 meters east, then turns left and walks 11 meters, then turns left and walks 12 meters. How far is he from his starting point?",11 meters,12 meters,0 meters,23 meters,11 meters,"The east and west movements cancel out, leaving the person exactly 11 meters north of the starting position.",reasoning,2,Capgemini,Medium
"Seating Arrangement: A, B, C, and D are sitting in a row facing north. C sits immediately to the left of A. A sits immediately to the left of B. D sits to the right of B. Who is sitting at the leftmost end?",B,C,D,A,C,"The sitting order from left to right is C, A, B, D. Therefore, C is at the leftmost end.",reasoning,2,Infosys,Medium
Clocks: Find the angle (in degrees) between the hour hand and the minute hand of a clock at 9:20.,170°,145°,160°,90°,160°,Angle formula = |30H - 5.5M| = |30(9) - 5.5(20)| = 160.0°.,reasoning,2,Google,Medium
"Direction Sense: A person walks 6 meters east, then turns left and walks 4 meters, then turns left and walks 6 meters. How far is he from his starting point?",4 meters,10 meters,0 meters,6 meters,4 meters,"The east and west movements cancel out, leaving the person exactly 4 meters north of the starting position.",reasoning,2,Infosys,Medium
"Seating Arrangement: A, B, C, and D are sitting in a row facing north. C sits immediately to the left of A. A sits immediately to the left of B. D sits to the right of B. Who is sitting at the leftmost end?",C,D,A,B,C,"The sitting order from left to right is C, A, B, D. Therefore, C is at the leftmost end.",reasoning,2,Infosys,Medium
Clocks: Find the angle (in degrees) between the hour hand and the minute hand of a clock at 10:40.,90°,65°,80°,Option 49,80°,Angle formula = |30H - 5.5M| = |30(10) - 5.5(40)| = 80.0°.,reasoning,2,Cognizant,Medium
"Direction Sense: A person walks 13 meters east, then turns left and walks 11 meters, then turns left and walks 13 meters. How far is he from his starting point?",0 meters,24 meters,11 meters,13 meters,11 meters,"The east and west movements cancel out, leaving the person exactly 11 meters north of the starting position.",reasoning,2,Accenture,Medium
"Seating Arrangement: A, B, C, and D are sitting in a row facing north. C sits immediately to the left of A. A sits immediately to the left of B. D sits to the right of B. Who is sitting at the leftmost end?",C,D,B,A,C,"The sitting order from left to right is C, A, B, D. Therefore, C is at the leftmost end.",reasoning,2,Cognizant,Medium
Clocks: Find the angle (in degrees) between the hour hand and the minute hand of a clock at 10:40.,90°,65°,80°,Option 59,80°,Angle formula = |30H - 5.5M| = |30(10) - 5.5(40)| = 80.0°.,reasoning,2,Amazon,Medium
"Direction Sense: A person walks 9 meters east, then turns left and walks 8 meters, then turns left and walks 9 meters. How far is he from his starting point?",9 meters,8 meters,0 meters,17 meters,8 meters,"The east and west movements cancel out, leaving the person exactly 8 meters north of the starting position.",reasoning,2,Google,Medium
"Seating Arrangement: A, B, C, and D are sitting in a row facing north. C sits immediately to the left of A. A sits immediately to the left of B. D sits to the right of B. Who is sitting at the leftmost end?",D,A,B,C,C,"The sitting order from left to right is C, A, B, D. Therefore, C is at the leftmost end.",reasoning,2,Google,Medium
Clocks: Find the angle (in degrees) between the hour hand and the minute hand of a clock at 9:40.,60°,35°,50°,90°,50°,Angle formula = |30H - 5.5M| = |30(9) - 5.5(40)| = 50.0°.,reasoning,2,Wipro,Medium
"Direction Sense: A person walks 10 meters east, then turns left and walks 6 meters, then turns left and walks 10 meters. How far is he from his starting point?",10 meters,0 meters,6 meters,16 meters,6 meters,"The east and west movements cancel out, leaving the person exactly 6 meters north of the starting position.",reasoning,2,Cognizant,Medium
"Seating Arrangement: A, B, C, and D are sitting in a row facing north. C sits immediately to the left of A. A sits immediately to the left of B. D sits to the right of B. Who is sitting at the leftmost end?",B,D,A,C,C,"The sitting order from left to right is C, A, B, D. Therefore, C is at the leftmost end.",reasoning,2,Accenture,Medium
