question,optionA,optionB,optionC,optionD,correctAnswer,explanation,category,level,topic,difficulty
"The average of 7 numbers is 31. If one number 40 is removed, what is the average of the remaining numbers?",28.50,31.50,32.45,29.50,29.50,"Total sum of 7 numbers = 7 * 31 = 217. After removing 40, new sum = 177. New average = 177 / 6 = 29.50.",numerical,1,Google,Easy
"The ratio of boys to girls in a class is 3:6. If there are 21 boys, how many total students are in the class?",68,63,59,42,63,"Boys : Girls = 3 : 6. Since boys = 21, 1 part = 21 / 3 = 7. Total parts = 3 + 6 = 9. Total students = 9 * 7 = 63.",numerical,1,Wipro,Easy
Find the simple interest on Rs.4900 at 7% per annum for 1 years.,Rs.377,Rs.313,Rs.343,Rs.393,Rs.343,Simple Interest (SI) = (P * R * T) / 100 = (4900 * 7 * 1) / 100 = Rs.343.0.,numerical,1,Amazon,Easy
A salary increases from Rs.20400 to Rs.24480. What is the percentage increase?,20%,18%,24%,25%,20%,Percentage Increase = ((Final - Initial) / Initial) * 100 = ((24480 - 20400) / 20400) * 100 = 20%.,numerical,1,Accenture,Easy
A shopkeeper buys a watch for Rs.280 and sells it for Rs.350. What is his profit percentage?,20%,35%,25%,28%,25%,Profit = Selling Price (SP) - Cost Price (CP) = 350 - 280 = Rs.70. Profit % = (Profit / CP) * 100 = (70 / 280) * 100 = 25%.,numerical,1,Google,Easy
"The average of 4 numbers is 29. If one number 10 is removed, what is the average of the remaining numbers?",34.33,38.87,35.33,37.33,35.33,"Total sum of 4 numbers = 4 * 29 = 116. After removing 10, new sum = 106. New average = 106 / 3 = 35.33.",numerical,1,Accenture,Easy
"The ratio of boys to girls in a class is 5:3. If there are 25 boys, how many total students are in the class?",50,45,36,40,40,"Boys : Girls = 5 : 3. Since boys = 25, 1 part = 25 / 5 = 5. Total parts = 5 + 3 = 8. Total students = 8 * 5 = 40.",numerical,1,Infosys,Easy
Find the simple interest on Rs.1100 at 9% per annum for 1 years.,Rs.149,Rs.99,Rs.108,Rs.69,Rs.99,Simple Interest (SI) = (P * R * T) / 100 = (1100 * 9 * 1) / 100 = Rs.99.0.,numerical,1,Google,Easy
A salary increases from Rs.37900 to Rs.43585. What is the percentage increase?,20%,15%,18%,13%,15%,Percentage Increase = ((Final - Initial) / Initial) * 100 = ((43585 - 37900) / 37900) * 100 = 15%.,numerical,1,Microsoft,Easy
A shopkeeper buys a watch for Rs.160 and sells it for Rs.184. What is his profit percentage?,15%,25%,18%,10%,15%,Profit = Selling Price (SP) - Cost Price (CP) = 184 - 160 = Rs.24. Profit % = (Profit / CP) * 100 = (24 / 160) * 100 = 15%.,numerical,1,Cognizant,Easy
"The average of 7 numbers is 21. If one number 30 is removed, what is the average of the remaining numbers?",18.50,19.50,21.45,21.50,19.50,"Total sum of 7 numbers = 7 * 21 = 147. After removing 30, new sum = 117. New average = 117 / 6 = 19.50.",numerical,1,Amazon,Easy
"The ratio of boys to girls in a class is 3:5. If there are 24 boys, how many total students are in the class?",69,48,64,60,64,"Boys : Girls = 3 : 5. Since boys = 24, 1 part = 24 / 3 = 8. Total parts = 3 + 5 = 8. Total students = 8 * 8 = 64.",numerical,1,Cognizant,Easy
Find the simple interest on Rs.8400 at 11% per annum for 4 years.,Rs.3696,Rs.3666,Rs.4065,Rs.3746,Rs.3696,Simple Interest (SI) = (P * R * T) / 100 = (8400 * 11 * 4) / 100 = Rs.3696.0.,numerical,1,Tech Mahindra,Easy
A salary increases from Rs.11900 to Rs.14280. What is the percentage increase?,25%,20%,24%,18%,20%,Percentage Increase = ((Final - Initial) / Initial) * 100 = ((14280 - 11900) / 11900) * 100 = 20%.,numerical,1,TCS,Easy
A shopkeeper buys a watch for Rs.830 and sells it for Rs.1037. What is his profit percentage?,25%,35%,20%,28%,25%,Profit = Selling Price (SP) - Cost Price (CP) = 1037 - 830 = Rs.207. Profit % = (Profit / CP) * 100 = (207 / 830) * 100 = 25%.,numerical,1,Amazon,Easy
"The average of 6 numbers is 47. If one number 30 is removed, what is the average of the remaining numbers?",49.40,52.40,50.40,55.44,50.40,"Total sum of 6 numbers = 6 * 47 = 282. After removing 30, new sum = 252. New average = 252 / 5 = 50.40.",numerical,1,Wipro,Easy
"The ratio of boys to girls in a class is 2:3. If there are 10 boys, how many total students are in the class?",20,25,30,21,25,"Boys : Girls = 2 : 3. Since boys = 10, 1 part = 10 / 2 = 5. Total parts = 2 + 3 = 5. Total students = 5 * 5 = 25.",numerical,1,Tech Mahindra,Easy
Find the simple interest on Rs.10000 at 14% per annum for 4 years.,Rs.5650,Rs.6160,Rs.5570,Rs.5600,Rs.5600,Simple Interest (SI) = (P * R * T) / 100 = (10000 * 14 * 4) / 100 = Rs.5600.0.,numerical,1,Accenture,Easy
A salary increases from Rs.30600 to Rs.32130. What is the percentage increase?,6%,5%,3%,10%,5%,Percentage Increase = ((Final - Initial) / Initial) * 100 = ((32130 - 30600) / 30600) * 100 = 5%.,numerical,1,Wipro,Easy
A shopkeeper buys a watch for Rs.220 and sells it for Rs.275. What is his profit percentage?,35%,25%,28%,20%,25%,Profit = Selling Price (SP) - Cost Price (CP) = 275 - 220 = Rs.55. Profit % = (Profit / CP) * 100 = (55 / 220) * 100 = 25%.,numerical,1,TCS,Easy
"The average of 6 numbers is 30. If one number 40 is removed, what is the average of the remaining numbers?",30,28,27,30.80,28,"Total sum of 6 numbers = 6 * 30 = 180. After removing 40, new sum = 140. New average = 140 / 5 = 28.",numerical,1,Accenture,Easy
"The ratio of boys to girls in a class is 4:5. If there are 20 boys, how many total students are in the class?",40,41,50,45,45,"Boys : Girls = 4 : 5. Since boys = 20, 1 part = 20 / 4 = 5. Total parts = 4 + 5 = 9. Total students = 9 * 5 = 45.",numerical,1,TCS,Easy
Find the simple interest on Rs.8200 at 14% per annum for 3 years.,Rs.3788,Rs.3444,Rs.3414,Rs.3494,Rs.3444,Simple Interest (SI) = (P * R * T) / 100 = (8200 * 14 * 3) / 100 = Rs.3444.0.,numerical,1,Infosys,Easy
A salary increases from Rs.18400 to Rs.19320. What is the percentage increase?,6%,5%,3%,10%,5%,Percentage Increase = ((Final - Initial) / Initial) * 100 = ((19320 - 18400) / 18400) * 100 = 5%.,numerical,1,TCS,Easy
A shopkeeper buys a watch for Rs.650 and sells it for Rs.747. What is his profit percentage?,25%,15%,18%,10%,15%,Profit = Selling Price (SP) - Cost Price (CP) = 747 - 650 = Rs.97. Profit % = (Profit / CP) * 100 = (97 / 650) * 100 = 15%.,numerical,1,Amazon,Easy
"The average of 4 numbers is 48. If one number 15 is removed, what is the average of the remaining numbers?",58,64.90,61,59,59,"Total sum of 4 numbers = 4 * 48 = 192. After removing 15, new sum = 177. New average = 177 / 3 = 59.",numerical,1,Google,Easy
"The ratio of boys to girls in a class is 3:4. If there are 9 boys, how many total students are in the class?",17,18,26,21,21,"Boys : Girls = 3 : 4. Since boys = 9, 1 part = 9 / 3 = 3. Total parts = 3 + 4 = 7. Total students = 7 * 3 = 21.",numerical,1,Amazon,Easy
Find the simple interest on Rs.8800 at 13% per annum for 1 years.,Rs.1114,Rs.1258,Rs.1194,Rs.1144,Rs.1144,Simple Interest (SI) = (P * R * T) / 100 = (8800 * 13 * 1) / 100 = Rs.1144.0.,numerical,1,Infosys,Easy
A salary increases from Rs.46500 to Rs.53474. What is the percentage increase?,15%,20%,18%,13%,15%,Percentage Increase = ((Final - Initial) / Initial) * 100 = ((53474 - 46500) / 46500) * 100 = 15%.,numerical,1,Wipro,Easy
A shopkeeper buys a watch for Rs.770 and sells it for Rs.862. What is his profit percentage?,7%,15%,22%,12%,12%,Profit = Selling Price (SP) - Cost Price (CP) = 862 - 770 = Rs.92. Profit % = (Profit / CP) * 100 = (92 / 770) * 100 = 12%.,numerical,1,Wipro,Easy
"The average of 8 numbers is 45. If one number 10 is removed, what is the average of the remaining numbers?",52,49,50,55.00,50,"Total sum of 8 numbers = 8 * 45 = 360. After removing 10, new sum = 350. New average = 350 / 7 = 50.",numerical,1,Capgemini,Easy
"The ratio of boys to girls in a class is 4:3. If there are 36 boys, how many total students are in the class?",72,68,63,59,63,"Boys : Girls = 4 : 3. Since boys = 36, 1 part = 36 / 4 = 9. Total parts = 4 + 3 = 7. Total students = 7 * 9 = 63.",numerical,1,Microsoft,Easy
Find the simple interest on Rs.4500 at 9% per annum for 3 years.,Rs.1215,Rs.1265,Rs.1336,Rs.1185,Rs.1215,Simple Interest (SI) = (P * R * T) / 100 = (4500 * 9 * 3) / 100 = Rs.1215.0.,numerical,1,Tech Mahindra,Easy
A salary increases from Rs.33600 to Rs.40320. What is the percentage increase?,25%,20%,18%,24%,20%,Percentage Increase = ((Final - Initial) / Initial) * 100 = ((40320 - 33600) / 33600) * 100 = 20%.,numerical,1,Microsoft,Easy
A shopkeeper buys a watch for Rs.320 and sells it for Rs.368. What is his profit percentage?,25%,18%,10%,15%,15%,Profit = Selling Price (SP) - Cost Price (CP) = 368 - 320 = Rs.48. Profit % = (Profit / CP) * 100 = (48 / 320) * 100 = 15%.,numerical,1,Google,Easy
"The average of 5 numbers is 22. If one number 25 is removed, what is the average of the remaining numbers?",20.25,21.25,23.38,23.25,21.25,"Total sum of 5 numbers = 5 * 22 = 110. After removing 25, new sum = 85. New average = 85 / 4 = 21.25.",numerical,1,Capgemini,Easy
"The ratio of boys to girls in a class is 2:5. If there are 10 boys, how many total students are in the class?",31,35,40,20,35,"Boys : Girls = 2 : 5. Since boys = 10, 1 part = 10 / 2 = 5. Total parts = 2 + 5 = 7. Total students = 7 * 5 = 35.",numerical,1,Tech Mahindra,Easy
Find the simple interest on Rs.9300 at 13% per annum for 1 years.,Rs.1329,Rs.1259,Rs.1209,Rs.1179,Rs.1209,Simple Interest (SI) = (P * R * T) / 100 = (9300 * 13 * 1) / 100 = Rs.1209.0.,numerical,1,Cognizant,Easy
A salary increases from Rs.23100 to Rs.25410. What is the percentage increase?,8%,15%,10%,12%,10%,Percentage Increase = ((Final - Initial) / Initial) * 100 = ((25410 - 23100) / 23100) * 100 = 10%.,numerical,1,Infosys,Easy
A shopkeeper buys a watch for Rs.190 and sells it for Rs.228. What is his profit percentage?,30%,15%,23%,20%,20%,Profit = Selling Price (SP) - Cost Price (CP) = 228 - 190 = Rs.38. Profit % = (Profit / CP) * 100 = (38 / 190) * 100 = 20%.,numerical,1,Tech Mahindra,Easy
"The average of 5 numbers is 48. If one number 15 is removed, what is the average of the remaining numbers?",56.25,61.88,55.25,58.25,56.25,"Total sum of 5 numbers = 5 * 48 = 240. After removing 15, new sum = 225. New average = 225 / 4 = 56.25.",numerical,1,Tech Mahindra,Easy
"The ratio of boys to girls in a class is 2:4. If there are 14 boys, how many total students are in the class?",47,28,42,38,42,"Boys : Girls = 2 : 4. Since boys = 14, 1 part = 14 / 2 = 7. Total parts = 2 + 4 = 6. Total students = 6 * 7 = 42.",numerical,1,Cognizant,Easy
Find the simple interest on Rs.5100 at 13% per annum for 2 years.,Rs.1458,Rs.1326,Rs.1296,Rs.1376,Rs.1326,Simple Interest (SI) = (P * R * T) / 100 = (5100 * 13 * 2) / 100 = Rs.1326.0.,numerical,1,Microsoft,Easy
A salary increases from Rs.37700 to Rs.39585. What is the percentage increase?,6%,3%,10%,5%,5%,Percentage Increase = ((Final - Initial) / Initial) * 100 = ((39585 - 37700) / 37700) * 100 = 5%.,numerical,1,Tech Mahindra,Easy
A shopkeeper buys a watch for Rs.640 and sells it for Rs.768. What is his profit percentage?,15%,20%,30%,23%,20%,Profit = Selling Price (SP) - Cost Price (CP) = 768 - 640 = Rs.128. Profit % = (Profit / CP) * 100 = (128 / 640) * 100 = 20%.,numerical,1,TCS,Easy
"The average of 7 numbers is 21. If one number 40 is removed, what is the average of the remaining numbers?",16.83,19.62,19.83,17.83,17.83,"Total sum of 7 numbers = 7 * 21 = 147. After removing 40, new sum = 107. New average = 107 / 6 = 17.83.",numerical,1,Accenture,Easy
"The ratio of boys to girls in a class is 4:3. If there are 20 boys, how many total students are in the class?",40,35,31,98,35,"Boys : Girls = 4 : 3. Since boys = 20, 1 part = 20 / 4 = 5. Total parts = 4 + 3 = 7. Total students = 7 * 5 = 35.",numerical,1,Microsoft,Easy
Find the simple interest on Rs.9300 at 10% per annum for 4 years.,Rs.3720,Rs.3770,Rs.4092,Rs.3690,Rs.3720,Simple Interest (SI) = (P * R * T) / 100 = (9300 * 10 * 4) / 100 = Rs.3720.0.,numerical,1,Tech Mahindra,Easy
A salary increases from Rs.48900 to Rs.56234. What is the percentage increase?,13%,20%,18%,15%,15%,Percentage Increase = ((Final - Initial) / Initial) * 100 = ((56234 - 48900) / 48900) * 100 = 15%.,numerical,1,Amazon,Easy
A shopkeeper buys a watch for Rs.990 and sells it for Rs.1188. What is his profit percentage?,30%,23%,15%,20%,20%,Profit = Selling Price (SP) - Cost Price (CP) = 1188 - 990 = Rs.198. Profit % = (Profit / CP) * 100 = (198 / 990) * 100 = 20%.,numerical,1,Cognizant,Easy
"The average of 7 numbers is 38. If one number 20 is removed, what is the average of the remaining numbers?",40,45.10,43,41,41,"Total sum of 7 numbers = 7 * 38 = 266. After removing 20, new sum = 246. New average = 246 / 6 = 41.",numerical,1,Google,Easy
"The ratio of boys to girls in a class is 5:3. If there are 15 boys, how many total students are in the class?",29,30,24,20,24,"Boys : Girls = 5 : 3. Since boys = 15, 1 part = 15 / 5 = 3. Total parts = 5 + 3 = 8. Total students = 8 * 3 = 24.",numerical,1,Wipro,Easy
Find the simple interest on Rs.2100 at 13% per annum for 1 years.,Rs.273,Rs.243,Rs.300,Rs.323,Rs.273,Simple Interest (SI) = (P * R * T) / 100 = (2100 * 13 * 1) / 100 = Rs.273.0.,numerical,1,Capgemini,Easy
A salary increases from Rs.43200 to Rs.54000. What is the percentage increase?,23%,77,25%,30%,25%,Percentage Increase = ((Final - Initial) / Initial) * 100 = ((54000 - 43200) / 43200) * 100 = 25%.,numerical,1,Wipro,Easy
A shopkeeper buys a watch for Rs.780 and sells it for Rs.936. What is his profit percentage?,20%,30%,15%,23%,20%,Profit = Selling Price (SP) - Cost Price (CP) = 936 - 780 = Rs.156. Profit % = (Profit / CP) * 100 = (156 / 780) * 100 = 20%.,numerical,1,Capgemini,Easy
"The average of 5 numbers is 31. If one number 10 is removed, what is the average of the remaining numbers?",36.25,39.88,35.25,38.25,36.25,"Total sum of 5 numbers = 5 * 31 = 155. After removing 10, new sum = 145. New average = 145 / 4 = 36.25.",numerical,1,Accenture,Easy
"The ratio of boys to girls in a class is 5:6. If there are 40 boys, how many total students are in the class?",80,93,88,84,88,"Boys : Girls = 5 : 6. Since boys = 40, 1 part = 40 / 5 = 8. Total parts = 5 + 6 = 11. Total students = 11 * 8 = 88.",numerical,1,Amazon,Easy
Find the simple interest on Rs.8000 at 7% per annum for 5 years.,Rs.3080,Rs.2770,Rs.2800,Rs.2850,Rs.2800,Simple Interest (SI) = (P * R * T) / 100 = (8000 * 7 * 5) / 100 = Rs.2800.0.,numerical,1,TCS,Easy
A salary increases from Rs.10100 to Rs.10605. What is the percentage increase?,6%,10%,5%,3%,5%,Percentage Increase = ((Final - Initial) / Initial) * 100 = ((10605 - 10100) / 10100) * 100 = 5%.,numerical,1,Wipro,Easy
A shopkeeper buys a watch for Rs.330 and sells it for Rs.379. What is his profit percentage?,10%,18%,25%,15%,15%,Profit = Selling Price (SP) - Cost Price (CP) = 379 - 330 = Rs.49. Profit % = (Profit / CP) * 100 = (49 / 330) * 100 = 15%.,numerical,1,Infosys,Easy
"The average of 6 numbers is 28. If one number 15 is removed, what is the average of the remaining numbers?",30.60,32.60,33.66,29.60,30.60,"Total sum of 6 numbers = 6 * 28 = 168. After removing 15, new sum = 153. New average = 153 / 5 = 30.60.",numerical,1,Microsoft,Easy
"The ratio of boys to girls in a class is 4:3. If there are 12 boys, how many total students are in the class?",26,17,21,24,21,"Boys : Girls = 4 : 3. Since boys = 12, 1 part = 12 / 4 = 3. Total parts = 4 + 3 = 7. Total students = 7 * 3 = 21.",numerical,1,Capgemini,Easy
Find the simple interest on Rs.1600 at 7% per annum for 2 years.,Rs.274,Rs.194,Rs.224,Rs.246,Rs.224,Simple Interest (SI) = (P * R * T) / 100 = (1600 * 7 * 2) / 100 = Rs.224.0.,numerical,1,Amazon,Easy
A salary increases from Rs.15000 to Rs.16500. What is the percentage increase?,10%,15%,8%,12%,10%,Percentage Increase = ((Final - Initial) / Initial) * 100 = ((16500 - 15000) / 15000) * 100 = 10%.,numerical,1,Microsoft,Easy
A shopkeeper buys a watch for Rs.840 and sells it for Rs.1008. What is his profit percentage?,20%,30%,15%,23%,20%,Profit = Selling Price (SP) - Cost Price (CP) = 1008 - 840 = Rs.168. Profit % = (Profit / CP) * 100 = (168 / 840) * 100 = 20%.,numerical,1,Tech Mahindra,Easy
"The average of 5 numbers is 50. If one number 25 is removed, what is the average of the remaining numbers?",55.25,56.25,58.25,61.88,56.25,"Total sum of 5 numbers = 5 * 50 = 250. After removing 25, new sum = 225. New average = 225 / 4 = 56.25.",numerical,1,TCS,Easy
"The ratio of boys to girls in a class is 4:3. If there are 20 boys, how many total students are in the class?",40,98,31,35,35,"Boys : Girls = 4 : 3. Since boys = 20, 1 part = 20 / 4 = 5. Total parts = 4 + 3 = 7. Total students = 7 * 5 = 35.",numerical,1,Capgemini,Easy
Find the simple interest on Rs.10000 at 13% per annum for 3 years.,Rs.3950,Rs.4290,Rs.3870,Rs.3900,Rs.3900,Simple Interest (SI) = (P * R * T) / 100 = (10000 * 13 * 3) / 100 = Rs.3900.0.,numerical,1,Google,Easy
A salary increases from Rs.29900 to Rs.37375. What is the percentage increase?,25%,23%,94,30%,25%,Percentage Increase = ((Final - Initial) / Initial) * 100 = ((37375 - 29900) / 29900) * 100 = 25%.,numerical,1,Cognizant,Easy
A shopkeeper buys a watch for Rs.550 and sells it for Rs.605. What is his profit percentage?,10%,5%,13%,20%,10%,Profit = Selling Price (SP) - Cost Price (CP) = 605 - 550 = Rs.55. Profit % = (Profit / CP) * 100 = (55 / 550) * 100 = 10%.,numerical,1,Microsoft,Easy
"The average of 8 numbers is 27. If one number 15 is removed, what is the average of the remaining numbers?",28.71,27.71,30.71,31.59,28.71,"Total sum of 8 numbers = 8 * 27 = 216. After removing 15, new sum = 201. New average = 201 / 7 = 28.71.",numerical,1,Amazon,Easy
"The ratio of boys to girls in a class is 3:5. If there are 27 boys, how many total students are in the class?",77,54,68,72,72,"Boys : Girls = 3 : 5. Since boys = 27, 1 part = 27 / 3 = 9. Total parts = 3 + 5 = 8. Total students = 8 * 9 = 72.",numerical,1,Tech Mahindra,Easy
Find the simple interest on Rs.2700 at 9% per annum for 4 years.,Rs.1069,Rs.1022,Rs.972,Rs.942,Rs.972,Simple Interest (SI) = (P * R * T) / 100 = (2700 * 9 * 4) / 100 = Rs.972.0.,numerical,1,Amazon,Easy
A salary increases from Rs.13200 to Rs.15179. What is the percentage increase?,15%,20%,13%,18%,15%,Percentage Increase = ((Final - Initial) / Initial) * 100 = ((15179 - 13200) / 13200) * 100 = 15%.,numerical,1,Microsoft,Easy
A shopkeeper buys a watch for Rs.150 and sells it for Rs.180. What is his profit percentage?,30%,20%,23%,15%,20%,Profit = Selling Price (SP) - Cost Price (CP) = 180 - 150 = Rs.30. Profit % = (Profit / CP) * 100 = (30 / 150) * 100 = 20%.,numerical,1,TCS,Easy
"The average of 8 numbers is 27. If one number 30 is removed, what is the average of the remaining numbers?",26.57,28.57,25.57,29.23,26.57,"Total sum of 8 numbers = 8 * 27 = 216. After removing 30, new sum = 186. New average = 186 / 7 = 26.57.",numerical,1,Tech Mahindra,Easy
"The ratio of boys to girls in a class is 5:3. If there are 15 boys, how many total students are in the class?",24,30,29,20,24,"Boys : Girls = 5 : 3. Since boys = 15, 1 part = 15 / 5 = 3. Total parts = 5 + 3 = 8. Total students = 8 * 3 = 24.",numerical,1,Accenture,Easy
Find the simple interest on Rs.9800 at 11% per annum for 2 years.,Rs.2126,Rs.2371,Rs.2206,Rs.2156,Rs.2156,Simple Interest (SI) = (P * R * T) / 100 = (9800 * 11 * 2) / 100 = Rs.2156.0.,numerical,1,Tech Mahindra,Easy
A salary increases from Rs.27800 to Rs.31969. What is the percentage increase?,18%,20%,13%,15%,15%,Percentage Increase = ((Final - Initial) / Initial) * 100 = ((31969 - 27800) / 27800) * 100 = 15%.,numerical,1,TCS,Easy
A shopkeeper buys a watch for Rs.110 and sells it for Rs.123. What is his profit percentage?,7%,15%,12%,22%,12%,Profit = Selling Price (SP) - Cost Price (CP) = 123 - 110 = Rs.13. Profit % = (Profit / CP) * 100 = (13 / 110) * 100 = 12%.,numerical,1,TCS,Easy
"The average of 4 numbers is 22. If one number 15 is removed, what is the average of the remaining numbers?",26.77,26.33,24.33,23.33,24.33,"Total sum of 4 numbers = 4 * 22 = 88. After removing 15, new sum = 73. New average = 73 / 3 = 24.33.",numerical,1,Tech Mahindra,Easy
"The ratio of boys to girls in a class is 4:3. If there are 12 boys, how many total students are in the class?",21,17,24,26,21,"Boys : Girls = 4 : 3. Since boys = 12, 1 part = 12 / 4 = 3. Total parts = 4 + 3 = 7. Total students = 7 * 3 = 21.",numerical,1,Infosys,Easy
Find the simple interest on Rs.9300 at 8% per annum for 2 years.,Rs.1458,Rs.1488,Rs.1538,Rs.1636,Rs.1488,Simple Interest (SI) = (P * R * T) / 100 = (9300 * 8 * 2) / 100 = Rs.1488.0.,numerical,1,Tech Mahindra,Easy
A salary increases from Rs.20800 to Rs.22880. What is the percentage increase?,15%,12%,8%,10%,10%,Percentage Increase = ((Final - Initial) / Initial) * 100 = ((22880 - 20800) / 20800) * 100 = 10%.,numerical,1,Capgemini,Easy
A shopkeeper buys a watch for Rs.310 and sells it for Rs.372. What is his profit percentage?,23%,30%,20%,15%,20%,Profit = Selling Price (SP) - Cost Price (CP) = 372 - 310 = Rs.62. Profit % = (Profit / CP) * 100 = (62 / 310) * 100 = 20%.,numerical,1,Capgemini,Easy
"The average of 8 numbers is 45. If one number 25 is removed, what is the average of the remaining numbers?",52.64,49.86,47.86,46.86,47.86,"Total sum of 8 numbers = 8 * 45 = 360. After removing 25, new sum = 335. New average = 335 / 7 = 47.86.",numerical,1,Accenture,Easy
"The ratio of boys to girls in a class is 5:7. If there are 40 boys, how many total students are in the class?",80,92,96,101,96,"Boys : Girls = 5 : 7. Since boys = 40, 1 part = 40 / 5 = 8. Total parts = 5 + 7 = 12. Total students = 12 * 8 = 96.",numerical,1,Google,Easy
Find the simple interest on Rs.6700 at 13% per annum for 1 years.,Rs.841,Rs.921,Rs.871,Rs.958,Rs.871,Simple Interest (SI) = (P * R * T) / 100 = (6700 * 13 * 1) / 100 = Rs.871.0.,numerical,1,Capgemini,Easy
A salary increases from Rs.43100 to Rs.49564. What is the percentage increase?,15%,18%,20%,13%,15%,Percentage Increase = ((Final - Initial) / Initial) * 100 = ((49564 - 43100) / 43100) * 100 = 15%.,numerical,1,Microsoft,Easy
A shopkeeper buys a watch for Rs.770 and sells it for Rs.847. What is his profit percentage?,20%,10%,13%,5%,10%,Profit = Selling Price (SP) - Cost Price (CP) = 847 - 770 = Rs.77. Profit % = (Profit / CP) * 100 = (77 / 770) * 100 = 10%.,numerical,1,Accenture,Easy
"The average of 7 numbers is 22. If one number 30 is removed, what is the average of the remaining numbers?",19.67,22.73,20.67,22.67,20.67,"Total sum of 7 numbers = 7 * 22 = 154. After removing 30, new sum = 124. New average = 124 / 6 = 20.67.",numerical,1,Wipro,Easy
"The ratio of boys to girls in a class is 5:3. If there are 50 boys, how many total students are in the class?",80,100,85,76,80,"Boys : Girls = 5 : 3. Since boys = 50, 1 part = 50 / 5 = 10. Total parts = 5 + 3 = 8. Total students = 8 * 10 = 80.",numerical,1,TCS,Easy
Find the simple interest on Rs.2700 at 10% per annum for 5 years.,Rs.1485,Rs.1400,Rs.1350,Rs.1320,Rs.1350,Simple Interest (SI) = (P * R * T) / 100 = (2700 * 10 * 5) / 100 = Rs.1350.0.,numerical,1,Microsoft,Easy
A salary increases from Rs.48600 to Rs.60750. What is the percentage increase?,30%,7,23%,25%,25%,Percentage Increase = ((Final - Initial) / Initial) * 100 = ((60750 - 48600) / 48600) * 100 = 25%.,numerical,1,Wipro,Easy
A shopkeeper buys a watch for Rs.830 and sells it for Rs.1037. What is his profit percentage?,35%,25%,28%,20%,25%,Profit = Selling Price (SP) - Cost Price (CP) = 1037 - 830 = Rs.207. Profit % = (Profit / CP) * 100 = (207 / 830) * 100 = 25%.,numerical,1,Cognizant,Easy
"The average of 7 numbers is 45. If one number 40 is removed, what is the average of the remaining numbers?",45.83,44.83,50.42,47.83,45.83,"Total sum of 7 numbers = 7 * 45 = 315. After removing 40, new sum = 275. New average = 275 / 6 = 45.83.",numerical,1,Accenture,Easy
"The ratio of boys to girls in a class is 3:5. If there are 9 boys, how many total students are in the class?",24,18,20,29,24,"Boys : Girls = 3 : 5. Since boys = 9, 1 part = 9 / 3 = 3. Total parts = 3 + 5 = 8. Total students = 8 * 3 = 24.",numerical,1,Google,Easy
Find the simple interest on Rs.8300 at 6% per annum for 4 years.,Rs.2191,Rs.1962,Rs.2042,Rs.1992,Rs.1992,Simple Interest (SI) = (P * R * T) / 100 = (8300 * 6 * 4) / 100 = Rs.1992.0.,numerical,1,Google,Easy
A salary increases from Rs.38800 to Rs.46560. What is the percentage increase?,18%,20%,25%,24%,20%,Percentage Increase = ((Final - Initial) / Initial) * 100 = ((46560 - 38800) / 38800) * 100 = 20%.,numerical,1,TCS,Easy
A shopkeeper buys a watch for Rs.750 and sells it for Rs.825. What is his profit percentage?,10%,5%,13%,20%,10%,Profit = Selling Price (SP) - Cost Price (CP) = 825 - 750 = Rs.75. Profit % = (Profit / CP) * 100 = (75 / 750) * 100 = 10%.,numerical,1,Amazon,Easy
"The average of 6 numbers is 43. If one number 30 is removed, what is the average of the remaining numbers?",44.60,45.60,47.60,50.16,45.60,"Total sum of 6 numbers = 6 * 43 = 258. After removing 30, new sum = 228. New average = 228 / 5 = 45.60.",numerical,1,Wipro,Easy
"The ratio of boys to girls in a class is 2:3. If there are 16 boys, how many total students are in the class?",36,40,32,45,40,"Boys : Girls = 2 : 3. Since boys = 16, 1 part = 16 / 2 = 8. Total parts = 2 + 3 = 5. Total students = 5 * 8 = 40.",numerical,1,Amazon,Easy
Find the simple interest on Rs.4900 at 6% per annum for 3 years.,Rs.882,Rs.932,Rs.970,Rs.852,Rs.882,Simple Interest (SI) = (P * R * T) / 100 = (4900 * 6 * 3) / 100 = Rs.882.0.,numerical,1,Amazon,Easy
A salary increases from Rs.44700 to Rs.55875. What is the percentage increase?,95,23%,30%,25%,25%,Percentage Increase = ((Final - Initial) / Initial) * 100 = ((55875 - 44700) / 44700) * 100 = 25%.,numerical,1,Accenture,Easy
A shopkeeper buys a watch for Rs.850 and sells it for Rs.952. What is his profit percentage?,22%,7%,12%,15%,12%,Profit = Selling Price (SP) - Cost Price (CP) = 952 - 850 = Rs.102. Profit % = (Profit / CP) * 100 = (102 / 850) * 100 = 12%.,numerical,1,Infosys,Easy
"The average of 6 numbers is 38. If one number 30 is removed, what is the average of the remaining numbers?",41.60,38.60,39.60,43.56,39.60,"Total sum of 6 numbers = 6 * 38 = 228. After removing 30, new sum = 198. New average = 198 / 5 = 39.60.",numerical,1,Wipro,Easy
"The ratio of boys to girls in a class is 3:5. If there are 24 boys, how many total students are in the class?",60,69,64,48,64,"Boys : Girls = 3 : 5. Since boys = 24, 1 part = 24 / 3 = 8. Total parts = 3 + 5 = 8. Total students = 8 * 8 = 64.",numerical,1,TCS,Easy
